일자	현재지수	대비	등락률(%)	배당수익률(%)	주가이익비율	주가자산비율	시가지수	고가지수	저가지수	거래량(천주)	거래대금(백만원)	상장시가총액(백만원)
2012/11/15	1,870.72	-23.32	-1.23	1.42	12.09	1.17	1,870.29	1,875.49	1,859.79	450,853	4,184,445	1,081,106,218
2012/11/16	1,860.83	-9.89	-0.53	1.43	12.03	1.16	1,865.81	1,872.69	1,856.81	465,049	4,059,171	1,075,506,875
2012/11/19	1,878.10	17.27	0.93	1.41	12.15	1.17	1,869.76	1,884.11	1,869.23	349,357	3,257,143	1,085,323,855
2012/11/20	1,890.18	12.08	0.64	1.41	12.23	1.18	1,896.58	1,897.56	1,886.34	372,346	3,720,393	1,092,541,549
2012/11/21	1,884.04	-6.14	-0.32	1.41	12.18	1.18	1,895.72	1,899.60	1,878.25	380,800	4,006,652	1,089,264,066
2012/11/22	1,899.50	15.46	0.82	1.4	12.29	1.19	1,894.66	1,903.27	1,893.18	412,817	3,761,087	1,098,233,012
2012/11/23	1,911.33	11.83	0.62	1.39	12.36	1.2	1,901.73	1,911.33	1,894.58	329,951	3,590,899	1,105,199,098
2012/11/26	1,908.51	-2.82	-0.15	1.39	12.34	1.19	1,918.01	1,918.11	1,905.95	276,752	3,232,184	1,103,415,433
2012/11/27	1,925.20	16.69	0.87	1.38	12.45	1.2	1,917.14	1,930.24	1,913.97	588,282	4,818,489	1,112,984,465
2012/11/28	1,912.78	-12.42	-0.65	1.39	12.37	1.2	1,916.31	1,916.76	1,906.20	408,908	3,910,524	1,105,847,799
2012/11/29	1,934.85	22.07	1.15	1.37	12.51	1.21	1,922.86	1,935.10	1,922.51	388,791	4,855,980	1,118,739,859
2012/11/30	1,932.90	-1.95	-0.1	1.37	12.5	1.21	1,932.71	1,941.84	1,927.98	337,273	4,537,196	1,117,290,216
2012/12/03	1,940.02	7.12	0.37	1.37	12.55	1.21	1,937.28	1,944.75	1,933.67	314,888	3,391,220	1,121,725,229
2012/12/04	1,935.18	-4.84	-0.25	1.37	12.51	1.21	1,932.66	1,938.28	1,928.09	294,802	2,930,092	1,119,033,437
2012/12/05	1,947.04	11.86	0.61	1.36	12.59	1.22	1,933.45	1,949.70	1,930.15	492,576	4,149,400	1,126,088,698
2012/12/06	1,949.62	2.58	0.13	1.36	12.61	1.22	1,948.55	1,955.07	1,946.03	345,317	4,687,785	1,127,456,895
2012/12/07	1,957.45	7.83	0.4	1.36	12.66	1.22	1,953.17	1,963.06	1,952.83	413,446	4,411,713	1,131,804,752
2012/12/10	1,957.42	-0.03	-0.0	1.36	12.67	1.22	1,965.71	1,970.19	1,955.39	367,566	3,692,643	1,132,069,724
2012/12/11	1,964.62	7.2	0.37	1.35	12.7	1.23	1,962.52	1,965.68	1,956.75	404,828	4,558,816	1,136,101,079
2012/12/12	1,975.44	10.82	0.55	1.34	12.78	1.24	1,972.33	1,975.44	1,966.91	459,715	4,705,026	1,142,000,638
2012/12/13	2,002.77	27.33	1.38	1.33	12.96	1.25	1,976.18	2,002.78	1,976.18	421,460	6,047,125	1,157,693,818
2012/12/14	1,995.04	-7.73	-0.39	1.33	12.91	1.25	1,989.42	1,999.65	1,985.19	350,497	4,319,652	1,153,466,792
2012/12/17	1,983.07	-11.97	-0.6	1.34	12.83	1.24	1,993.18	1,999.38	1,981.13	366,678	4,300,934	1,145,967,170
2012/12/18	1,993.09	10.02	0.51	1.33	12.9	1.25	1,990.72	1,993.09	1,979.22	454,272	4,642,140	1,151,887,181
2012/12/20	1,999.50	6.41	0.32	1.33	12.94	1.25	2,002.11	2,006.08	1,991.81	421,934	5,537,023	1,155,383,532
2012/12/21	1,980.42	-19.08	-0.95	1.34	12.81	1.24	2,004.61	2,004.67	1,976.09	553,671	5,362,182	1,144,544,275
2012/12/24	1,981.82	1.4	0.07	1.34	12.82	1.24	1,984.18	1,985.57	1,977.00	348,173	3,245,615	1,145,532,207
2012/12/26	1,982.25	0.43	0.02	1.34	12.83	1.24	1,992.10	2,000.92	1,982.25	457,994	3,618,714	1,145,745,523
2012/12/27	1,987.35	5.1	0.26	1.34	12.86	1.24	1,979.46	1,987.91	1,971.53	376,071	3,065,826	1,148,494,546
2012/12/28	1,997.05	9.7	0.49	1.33	12.92	1.25	1,984.84	2,002.67	1,984.84	302,927	3,299,123	1,154,294,167
2013/01/02	2,031.10	34.05	1.71	1.31	13.16	1.27	2,013.74	2,033.66	2,012.30	364,080	4,458,542	1,173,709,279
2013/01/03	2,019.41	-11.69	-0.58	1.31	13.08	1.26	2,041.24	2,042.48	2,018.49	491,014	6,093,650	1,166,944,775
2013/01/04	2,011.94	-7.47	-0.37	1.32	13.03	1.26	2,017.88	2,018.63	2,001.53	378,862	4,790,453	1,162,497,621
2013/01/07	2,011.25	-0.69	-0.03	1.32	13.02	1.26	2,012.15	2,014.00	1,996.47	536,220	4,009,482	1,162,757,557
2013/01/08	1,997.94	-13.31	-0.66	1.33	12.93	1.25	2,003.22	2,009.99	1,997.91	493,728	3,991,999	1,155,472,783
2013/01/09	1,991.81	-6.13	-0.31	1.33	12.89	1.25	2,001.98	2,007.72	1,989.48	607,581	4,026,867	1,151,782,175
2013/01/10	2,006.80	14.99	0.75	1.32	12.99	1.25	1,993.87	2,008.47	1,988.04	500,778	4,556,501	1,161,043,326
2013/01/11	1,996.67	-10.13	-0.5	1.33	12.93	1.25	2,017.38	2,017.92	1,984.16	472,563	4,428,254	1,155,151,736
2013/01/14	2,007.04	10.37	0.52	1.32	13.0	1.26	1,993.82	2,007.04	1,989.24	454,751	4,337,575	1,160,778,195
2013/01/15	1,983.74	-23.3	-1.16	1.34	12.87	1.24	2,006.89	2,016.37	1,983.74	546,220	4,426,687	1,146,848,277
2013/01/16	1,977.45	-6.29	-0.32	1.34	12.83	1.24	1,988.44	1,996.46	1,970.01	457,618	4,284,521	1,143,419,498
2013/01/17	1,974.27	-3.18	-0.16	1.34	12.81	1.23	1,983.67	1,986.34	1,964.62	828,726	4,101,672	1,141,624,356
2013/01/18	1,987.85	13.58	0.69	1.33	12.9	1.24	1,987.65	1,988.47	1,976.72	583,335	3,913,549	1,149,473,577
2013/01/21	1,986.86	-0.99	-0.05	1.34	12.89	1.24	1,987.96	1,991.98	1,972.64	446,597	3,818,733	1,149,008,976
2013/01/22	1,996.52	9.66	0.49	1.33	12.95	1.25	1,986.58	1,999.35	1,981.88	553,442	4,258,823	1,154,805,976
2013/01/23	1,980.41	-16.11	-0.81	1.34	12.85	1.24	2,003.37	2,008.06	1,980.41	491,356	4,203,441	1,145,572,582
2013/01/24	1,964.48	-15.93	-0.8	1.35	12.74	1.23	1,970.85	1,980.03	1,960.75	558,392	4,556,605	1,136,333,926
2013/01/25	1,946.69	-17.79	-0.91	1.36	12.63	1.22	1,966.40	1,966.83	1,934.89	401,831	5,049,357	1,125,963,519
2013/01/28	1,939.71	-6.98	-0.36	1.37	12.58	1.21	1,940.33	1,943.49	1,930.37	349,466	4,656,238	1,121,569,269
2013/01/29	1,955.96	16.25	0.84	1.36	12.69	1.22	1,946.11	1,958.88	1,944.81	465,008	4,713,384	1,131,071,471
2013/01/30	1,964.43	8.47	0.43	1.35	12.74	1.23	1,961.92	1,967.29	1,950.67	523,258	4,363,295	1,136,353,143
2013/01/31	1,961.94	-2.49	-0.13	1.35	12.73	1.23	1,960.78	1,965.92	1,954.53	399,576	4,516,146	1,135,191,271
2013/02/01	1,957.79	-4.15	-0.21	1.36	12.71	1.22	1,964.75	1,966.54	1,942.44	385,886	4,095,798	1,132,757,352
2013/02/04	1,953.21	-4.58	-0.23	1.36	12.68	1.22	1,968.95	1,969.13	1,952.83	345,361	3,592,132	1,130,501,073
2013/02/05	1,938.18	-15.03	-0.77	1.37	12.58	1.21	1,936.92	1,944.00	1,928.75	366,687	3,775,456	1,122,006,446
2013/02/06	1,936.19	-1.99	-0.1	1.37	12.57	1.21	1,943.33	1,944.44	1,935.44	349,221	3,677,504	1,120,874,224
2013/02/07	1,931.77	-4.42	-0.23	1.37	12.62	1.21	1,939.42	1,946.67	1,931.10	412,163	3,572,998	1,118,160,940
2013/02/08	1,950.90	19.13	0.99	1.36	12.74	1.22	1,930.00	1,955.86	1,929.81	291,212	3,960,734	1,129,687,562
2013/02/12	1,945.79	-5.11	-0.26	1.36	12.71	1.22	1,958.46	1,958.65	1,943.63	307,483	2,861,517	1,126,961,885
2013/02/13	1,976.07	30.28	1.56	1.34	12.91	1.23	1,952.86	1,976.07	1,950.58	331,013	3,703,288	1,144,284,845
2013/02/14	1,979.61	3.54	0.18	1.34	12.93	1.24	1,977.42	1,986.14	1,972.80	336,033	3,426,843	1,146,555,705
2013/02/15	1,981.18	1.57	0.08	1.34	12.94	1.24	1,981.06	1,982.76	1,976.12	598,838	3,999,456	1,147,857,117
2013/02/18	1,981.91	0.73	0.04	1.34	12.94	1.24	1,979.42	1,985.41	1,973.65	420,693	2,874,478	1,147,919,470
2013/02/19	1,985.83	3.92	0.2	1.34	13.02	1.24	1,981.96	1,990.09	1,979.85	344,264	2,815,270	1,150,149,017
2013/02/20	2,024.64	38.81	1.95	1.31	13.28	1.26	1,997.04	2,024.64	1,995.31	407,731	4,902,333	1,172,627,728
2013/02/21	2,015.22	-9.42	-0.47	1.32	13.22	1.26	2,014.50	2,021.24	2,010.91	391,186	4,021,614	1,166,923,925
2013/02/22	2,018.89	3.67	0.18	1.31	13.24	1.26	2,007.34	2,029.44	2,006.59	409,122	4,050,817	1,169,218,444
2013/02/25	2,009.52	-9.37	-0.46	1.32	13.18	1.25	2,022.51	2,022.77	2,008.78	338,229	3,171,218	1,163,524,091
2013/02/26	2,000.01	-9.51	-0.47	1.33	13.12	1.25	1,993.12	2,005.86	1,991.96	433,410	3,594,864	1,157,937,941
2013/02/27	2,004.04	4.03	0.2	1.32	13.14	1.25	2,008.94	2,014.96	1,999.65	417,074	3,529,938	1,160,169,475
2013/02/28	2,026.49	22.45	1.12	1.31	13.29	1.26	2,019.05	2,030.85	2,016.15	421,958	4,196,153	1,173,192,547
2013/03/04	2,013.15	-13.34	-0.66	1.32	13.2	1.26	2,028.55	2,029.32	2,011.09	357,436	4,381,358	1,165,805,726
2013/03/05	2,016.61	3.46	0.17	1.32	13.23	1.26	2,022.41	2,031.65	2,016.60	491,945	3,819,824	1,167,859,319
2013/03/06	2,020.74	4.13	0.2	1.31	13.26	1.26	2,033.17	2,033.89	2,016.65	395,369	4,112,573	1,170,295,115
2013/03/07	2,004.40	-16.34	-0.81	1.32	13.15	1.25	2,018.63	2,018.63	1,998.29	386,477	3,723,377	1,160,519,860
2013/03/08	2,006.01	1.61	0.08	1.32	13.16	1.25	2,001.97	2,007.37	1,994.25	312,058	3,614,261	1,161,386,962
2013/03/11	2,003.35	-2.66	-0.13	1.32	13.14	1.25	2,000.57	2,006.30	1,982.38	398,284	3,840,014	1,160,013,381
2013/03/12	1,993.34	-10.01	-0.5	1.33	13.08	1.24	2,006.84	2,007.44	1,990.17	390,222	3,353,388	1,154,250,683
2013/03/13	1,999.73	6.39	0.32	1.33	13.12	1.25	1,994.79	1,999.73	1,988.19	353,043	3,496,866	1,158,212,809
2013/03/14	2,002.13	2.4	0.12	1.33	13.13	1.25	2,000.07	2,002.13	1,978.57	330,921	4,164,053	1,159,494,856
2013/03/15	1,986.50	-15.63	-0.78	1.34	13.03	1.24	2,009.71	2,009.71	1,985.91	307,400	5,289,392	1,150,618,650
2013/03/18	1,968.18	-18.32	-0.92	1.35	12.91	1.23	1,974.71	1,982.92	1,968.18	304,266	3,962,518	1,139,864,464
2013/03/19	1,978.56	10.38	0.53	1.34	12.97	1.23	1,978.41	1,989.46	1,973.23	326,790	3,719,502	1,146,187,755
2013/03/20	1,959.41	-19.15	-0.97	1.35	12.84	1.22	1,969.19	1,978.17	1,959.40	332,896	3,827,538	1,135,121,324
2013/03/21	1,950.82	-8.59	-0.44	1.36	12.79	1.22	1,969.30	1,973.26	1,950.82	262,865	3,592,258	1,130,245,565
2013/03/22	1,948.71	-2.11	-0.11	1.36	12.77	1.22	1,949.03	1,956.33	1,946.05	259,617	3,380,255	1,129,142,026
2013/03/25	1,977.67	28.96	1.49	1.34	12.96	1.23	1,968.85	1,981.75	1,968.14	276,300	3,464,867	1,145,937,243
2013/03/26	1,983.70	6.03	0.3	1.34	13.0	1.24	1,976.81	1,990.23	1,975.60	298,849	4,009,408	1,149,442,317
2013/03/27	1,993.44	9.74	0.49	1.33	13.07	1.24	1,991.91	1,996.56	1,973.72	362,612	3,904,751	1,154,906,916
2013/03/28	1,993.52	0.08	0.0	1.33	13.07	1.24	1,989.70	1,995.31	1,985.45	367,681	3,474,997	1,154,966,955
2013/03/29	2,004.89	11.37	0.57	1.32	13.14	1.25	2,007.12	2,013.21	2,003.96	341,600	3,482,485	1,161,664,022
2013/04/01	1,995.99	-8.9	-0.44	1.33	13.09	1.25	2,009.94	2,010.15	1,994.54	269,152	2,623,899	1,156,365,856
2013/04/02	1,986.15	-9.84	-0.49	1.34	13.04	1.24	1,996.81	2,001.78	1,973.27	496,115	4,489,984	1,150,919,004
2013/04/03	1,983.22	-2.93	-0.15	1.34	13.02	1.24	1,990.71	1,992.40	1,972.02	396,383	4,345,089	1,149,188,579
2013/04/04	1,959.45	-23.77	-1.2	1.35	12.86	1.22	1,963.39	1,965.19	1,938.89	415,397	4,710,366	1,135,677,591
2013/04/05	1,927.23	-32.22	-1.64	1.38	12.65	1.2	1,948.33	1,952.10	1,916.77	372,650	4,924,576	1,117,250,181
2013/04/08	1,918.69	-8.54	-0.44	1.38	12.36	1.2	1,927.04	1,933.95	1,918.69	313,346	3,996,922	1,112,641,816
2013/04/09	1,920.74	2.05	0.11	1.38	12.37	1.2	1,918.13	1,934.74	1,901.96	356,633	3,887,652	1,114,217,952
2013/04/10	1,935.58	14.84	0.77	1.37	12.46	1.21	1,933.73	1,939.19	1,923.43	320,151	4,234,863	1,122,790,871
2013/04/11	1,949.80	14.22	0.73	1.36	12.55	1.22	1,944.53	1,949.80	1,926.54	386,578	4,794,566	1,131,170,162
2013/04/12	1,924.23	-25.57	-1.31	1.38	12.39	1.2	1,954.22	1,956.21	1,919.90	407,384	5,009,019	1,116,543,051
2013/04/15	1,920.45	-3.78	-0.2	1.38	12.36	1.2	1,916.06	1,927.72	1,907.35	332,949	4,295,489	1,114,218,879
2013/04/16	1,922.21	1.76	0.09	1.38	12.38	1.2	1,900.18	1,926.65	1,896.69	393,055	5,468,460	1,115,146,719
2013/04/17	1,923.84	1.63	0.08	1.38	12.38	1.2	1,934.61	1,934.82	1,910.78	415,255	5,357,147	1,116,209,168
2013/04/18	1,900.06	-23.78	-1.24	1.4	12.23	1.18	1,916.55	1,919.53	1,900.05	343,475	4,283,588	1,102,587,293
2013/04/19	1,906.75	6.69	0.35	1.39	12.27	1.19	1,899.35	1,910.24	1,888.30	331,261	4,506,379	1,106,458,900
2013/04/22	1,926.31	19.56	1.03	1.38	12.4	1.2	1,903.97	1,926.31	1,901.98	258,760	3,708,314	1,117,660,686
2013/04/23	1,918.63	-7.68	-0.4	1.38	12.35	1.2	1,924.43	1,924.79	1,908.77	260,475	3,530,275	1,113,588,807
2013/04/24	1,935.31	16.68	0.87	1.37	12.46	1.21	1,931.06	1,939.35	1,921.03	341,103	4,432,548	1,123,145,299
2013/04/25	1,951.60	16.29	0.84	1.36	12.57	1.22	1,937.88	1,951.66	1,935.81	334,964	4,598,111	1,132,526,986
2013/04/26	1,944.56	-7.04	-0.36	1.28	12.69	1.22	1,949.92	1,951.86	1,942.37	280,159	4,068,279	1,125,822,987
2013/04/29	1,940.70	-3.86	-0.2	1.28	12.67	1.22	1,948.87	1,948.97	1,934.68	266,047	3,648,041	1,123,442,141
2013/04/30	1,963.95	23.25	1.2	1.21	13.81	1.17	1,947.07	1,967.06	1,946.99	403,076	4,974,715	1,137,603,875
2013/05/02	1,957.21	-6.74	-0.34	1.21	13.75	1.16	1,961.67	1,966.68	1,954.28	349,694	4,181,073	1,133,905,237
2013/05/03	1,965.71	8.5	0.43	1.21	13.81	1.17	1,967.88	1,968.04	1,953.40	312,534	4,226,194	1,138,986,144
2013/05/06	1,961.48	-4.23	-0.22	1.21	13.78	1.16	1,977.44	1,983.64	1,960.14	294,946	3,940,973	1,136,983,152
2013/05/07	1,954.35	-7.13	-0.36	1.21	13.73	1.16	1,962.28	1,962.87	1,951.27	299,865	3,652,250	1,132,276,841
2013/05/08	1,956.45	2.1	0.11	1.21	13.78	1.16	1,961.73	1,964.08	1,952.38	337,936	4,150,810	1,133,671,416
2013/05/09	1,979.45	23.0	1.18	1.2	13.94	1.18	1,963.61	1,982.32	1,961.50	332,552	5,053,128	1,147,349,139
2013/05/10	1,944.75	-34.7	-1.75	1.22	13.7	1.15	1,975.48	1,975.48	1,944.75	283,839	4,269,864	1,127,552,244
2013/05/13	1,948.70	3.95	0.2	1.22	13.72	1.16	1,936.86	1,948.70	1,935.57	251,572	3,123,214	1,130,139,084
2013/05/14	1,968.83	20.13	1.03	1.2	13.88	1.17	1,954.39	1,972.50	1,954.13	328,476	4,142,333	1,142,328,051
2013/05/15	1,971.26	2.43	0.12	1.2	13.9	1.17	1,971.96	1,972.44	1,963.52	246,959	3,802,990	1,143,926,905
2013/05/16	1,986.81	15.55	0.79	1.19	14.01	1.18	1,980.03	1,991.98	1,980.03	322,202	4,877,407	1,153,610,816
2013/05/20	1,982.43	-4.38	-0.22	1.2	13.97	1.18	1,990.36	1,991.27	1,982.43	274,387	4,416,784	1,152,804,334
2013/05/21	1,981.09	-1.34	-0.07	1.2	13.96	1.18	1,994.02	1,995.10	1,976.17	245,783	3,788,271	1,152,767,119
2013/05/22	1,993.83	12.74	0.64	1.19	14.05	1.18	1,991.76	1,998.70	1,987.23	326,447	4,533,886	1,159,571,377
2013/05/23	1,969.19	-24.64	-1.24	1.2	13.88	1.17	1,985.91	1,991.35	1,969.19	342,936	4,646,225	1,145,194,694
2013/05/24	1,973.45	4.26	0.22	1.2	13.91	1.17	1,979.35	1,979.93	1,961.59	273,552	3,715,204	1,147,532,278
2013/05/27	1,979.97	6.52	0.33	1.2	13.95	1.17	1,974.59	1,984.13	1,971.53	256,076	2,983,328	1,151,412,148
2013/05/28	1,986.22	6.25	0.32	1.19	14.0	1.18	1,983.58	1,991.20	1,978.89	311,410	3,904,894	1,155,012,831
2013/05/29	2,001.20	14.98	0.75	1.19	14.1	1.19	1,993.69	2,009.43	1,992.68	362,633	4,753,537	1,163,572,273
2013/05/30	2,000.10	-1.1	-0.05	1.19	14.09	1.19	1,999.83	2,008.23	1,997.84	435,687	5,113,490	1,163,762,659
2013/05/31	2,001.05	0.95	0.05	1.18	14.1	1.19	2,009.25	2,013.29	2,000.82	397,506	5,363,927	1,164,218,037
2013/06/03	1,989.57	-11.48	-0.57	1.19	14.02	1.18	1,993.11	2,000.56	1,989.51	333,504	3,677,704	1,156,984,540
2013/06/04	1,989.51	-0.06	-0.0	1.19	14.02	1.18	1,998.38	1,999.73	1,979.42	334,900	3,984,004	1,156,404,299
2013/06/05	1,959.19	-30.32	-1.52	1.21	13.8	1.16	1,988.94	1,989.29	1,959.19	340,501	4,541,747	1,139,394,675
2013/06/07	1,923.85	-35.34	-1.8	1.23	13.56	1.14	1,953.83	1,954.82	1,923.84	341,120	5,503,416	1,117,571,379
2013/06/10	1,932.70	8.85	0.46	1.23	13.53	1.15	1,927.19	1,934.92	1,923.59	271,732	3,767,751	1,122,836,445
2013/06/11	1,920.68	-12.02	-0.62	1.24	13.45	1.14	1,933.10	1,933.34	1,910.05	288,160	4,438,074	1,115,447,452
2013/06/12	1,909.91	-10.77	-0.56	1.24	13.37	1.13	1,913.60	1,921.54	1,907.29	253,382	3,435,834	1,109,673,608
2013/06/13	1,882.73	-27.18	-1.42	1.26	13.18	1.12	1,905.10	1,911.04	1,881.24	306,431	5,090,299	1,094,042,721
2013/06/14	1,889.24	6.51	0.35	1.26	13.23	1.12	1,895.77	1,896.60	1,881.50	279,281	3,531,111	1,097,671,145
2013/06/17	1,883.10	-6.14	-0.32	1.26	13.19	1.12	1,889.45	1,897.70	1,878.40	264,449	3,269,889	1,094,084,169
2013/06/18	1,900.62	17.52	0.93	1.25	13.31	1.13	1,887.72	1,900.63	1,872.70	278,590	3,431,625	1,104,303,671
2013/06/19	1,888.31	-12.31	-0.65	1.26	13.23	1.12	1,899.50	1,899.50	1,883.41	279,751	3,320,371	1,097,284,518
2013/06/20	1,850.49	-37.82	-2.0	1.28	12.97	1.1	1,864.37	1,873.18	1,844.41	355,762	4,403,154	1,075,097,288
2013/06/21	1,822.83	-27.66	-1.49	1.3	12.77	1.08	1,806.40	1,823.99	1,806.02	290,459	5,016,380	1,059,243,089
2013/06/24	1,799.01	-23.82	-1.31	1.32	12.6	1.07	1,821.22	1,821.22	1,798.98	220,937	3,170,128	1,045,767,756
2013/06/25	1,780.63	-18.38	-1.02	1.33	12.48	1.06	1,790.33	1,807.62	1,770.53	332,240	4,462,928	1,034,842,516
2013/06/26	1,783.45	2.82	0.16	1.33	12.49	1.06	1,799.74	1,799.74	1,772.49	296,936	4,291,538	1,037,012,895
2013/06/27	1,834.70	51.25	2.87	1.29	12.85	1.09	1,809.55	1,839.52	1,809.40	286,261	4,189,195	1,067,530,899
2013/06/28	1,863.32	28.62	1.56	1.27	13.05	1.11	1,844.60	1,864.09	1,844.60	251,086	4,464,976	1,084,216,314
2013/07/01	1,855.73	-7.59	-0.41	1.28	12.99	1.1	1,851.57	1,866.63	1,850.03	220,875	3,037,859	1,079,755,041
2013/07/02	1,855.02	-0.71	-0.04	1.28	12.99	1.1	1,861.26	1,867.18	1,850.29	483,157	3,895,815	1,078,800,375
2013/07/03	1,824.66	-30.36	-1.64	1.3	12.77	1.08	1,854.29	1,860.46	1,823.10	405,797	3,773,792	1,061,220,053
2013/07/04	1,839.14	14.48	0.79	1.29	12.88	1.09	1,830.49	1,840.38	1,825.62	313,016	3,157,936	1,069,330,149
2013/07/05	1,833.31	-5.83	-0.32	1.29	12.83	1.09	1,848.97	1,857.39	1,828.75	285,636	3,778,605	1,065,611,605
2013/07/08	1,816.85	-16.46	-0.9	1.3	12.72	1.08	1,830.81	1,840.57	1,809.72	303,581	3,586,498	1,055,955,742
2013/07/09	1,830.35	13.5	0.74	1.29	12.81	1.09	1,828.63	1,831.35	1,815.03	257,901	3,169,263	1,063,799,729
2013/07/10	1,824.16	-6.19	-0.34	1.3	12.77	1.08	1,835.94	1,836.91	1,818.94	267,902	3,284,077	1,060,272,376
2013/07/11	1,877.60	53.44	2.93	1.26	13.15	1.12	1,840.34	1,877.60	1,840.34	331,466	3,999,957	1,091,690,784
2013/07/12	1,869.98	-7.62	-0.41	1.27	13.09	1.11	1,873.66	1,873.66	1,863.40	265,986	3,490,852	1,087,516,259
2013/07/15	1,875.16	5.18	0.28	1.26	13.13	1.11	1,870.26	1,877.46	1,847.82	330,028	3,187,406	1,090,687,661
2013/07/16	1,866.36	-8.8	-0.47	1.27	13.07	1.11	1,875.53	1,875.68	1,860.37	303,330	2,998,516	1,085,812,119
2013/07/17	1,887.49	21.13	1.13	1.26	13.22	1.12	1,871.29	1,894.70	1,856.55	382,917	4,022,467	1,097,943,788
2013/07/18	1,875.48	-12.01	-0.64	1.26	12.83	1.11	1,883.07	1,885.01	1,870.78	380,292	3,520,563	1,092,229,858
2013/07/19	1,871.41	-4.07	-0.22	1.27	12.8	1.11	1,880.44	1,881.40	1,861.43	319,620	3,633,387	1,089,440,290
2013/07/22	1,880.35	8.94	0.48	1.26	12.86	1.12	1,880.81	1,894.41	1,873.17	356,944	3,651,968	1,094,411,490
2013/07/23	1,904.15	23.8	1.27	1.24	13.03	1.13	1,890.55	1,904.15	1,885.57	352,402	4,347,626	1,108,262,924
2013/07/24	1,912.08	7.93	0.42	1.24	13.08	1.14	1,904.07	1,914.41	1,901.15	322,150	3,546,452	1,113,033,436
2013/07/25	1,909.61	-2.47	-0.13	1.24	13.07	1.13	1,906.57	1,913.91	1,904.44	311,997	3,901,940	1,111,781,427
2013/07/26	1,910.81	1.2	0.06	1.24	13.07	1.14	1,912.05	1,915.97	1,902.47	320,158	3,865,050	1,112,185,944
2013/07/29	1,899.89	-10.92	-0.57	1.25	13.0	1.13	1,908.66	1,912.57	1,899.02	337,586	4,251,052	1,105,825,306
2013/07/30	1,917.05	17.16	0.9	1.24	13.12	1.14	1,901.88	1,917.11	1,900.54	366,881	3,597,795	1,115,962,494
2013/07/31	1,914.03	-3.02	-0.16	1.21	13.2	1.13	1,915.47	1,920.60	1,910.82	384,142	4,082,140	1,114,570,889
2013/08/01	1,920.74	6.71	0.35	1.21	13.25	1.13	1,916.56	1,925.32	1,906.74	336,061	3,637,309	1,118,344,706
2013/08/02	1,923.38	2.64	0.14	1.21	13.27	1.13	1,936.26	1,939.28	1,920.98	298,152	4,040,964	1,120,302,447
2013/08/05	1,916.22	-7.16	-0.37	1.21	13.22	1.13	1,920.83	1,925.60	1,915.69	233,985	2,761,888	1,116,329,229
2013/08/06	1,906.62	-9.6	-0.5	1.22	13.15	1.12	1,914.06	1,914.06	1,895.87	294,649	3,495,318	1,110,767,727
2013/08/07	1,878.33	-28.29	-1.48	1.23	12.96	1.11	1,892.47	1,895.50	1,878.33	312,431	3,564,849	1,094,186,637
2013/08/08	1,883.97	5.64	0.3	1.23	13.0	1.11	1,884.58	1,896.07	1,879.13	338,168	3,685,849	1,097,598,670
2013/08/09	1,880.71	-3.26	-0.17	1.23	12.97	1.11	1,884.57	1,888.79	1,876.07	283,475	3,540,885	1,095,958,729
2013/08/12	1,884.83	4.12	0.22	1.23	13.0	1.11	1,878.50	1,894.42	1,878.33	297,512	3,100,505	1,098,124,277
2013/08/13	1,913.03	28.2	1.5	1.21	13.2	1.13	1,893.42	1,913.03	1,890.78	362,604	4,108,405	1,115,161,524
2013/08/14	1,923.91	10.88	0.57	1.21	13.27	1.13	1,912.59	1,925.10	1,908.92	363,325	4,112,711	1,122,009,055
2013/08/16	1,920.11	-3.8	-0.2	1.21	13.14	1.13	1,903.72	1,927.59	1,901.70	348,502	3,772,941	1,120,558,042
2013/08/19	1,917.64	-2.47	-0.13	1.21	13.12	1.13	1,917.32	1,918.71	1,909.80	302,123	3,345,600	1,118,784,577
2013/08/20	1,887.85	-29.79	-1.55	1.23	12.92	1.11	1,910.30	1,923.42	1,885.93	350,351	4,262,101	1,101,748,112
2013/08/21	1,867.46	-20.39	-1.08	1.24	12.78	1.1	1,891.01	1,894.74	1,863.60	411,236	4,311,941	1,089,791,973
2013/08/22	1,849.12	-18.34	-0.98	1.25	12.65	1.09	1,847.94	1,858.50	1,838.52	425,947	4,284,094	1,079,283,752
2013/08/23	1,870.16	21.04	1.14	1.24	12.79	1.1	1,861.58	1,876.14	1,854.67	374,963	3,901,636	1,091,377,242
2013/08/26	1,887.86	17.7	0.95	1.23	12.92	1.11	1,876.59	1,890.38	1,876.59	316,295	3,304,216	1,101,705,255
2013/08/27	1,885.84	-2.02	-0.11	1.23	12.91	1.11	1,883.71	1,896.63	1,881.44	409,263	3,771,554	1,100,572,387
2013/08/28	1,884.52	-1.32	-0.07	1.23	12.9	1.11	1,862.51	1,885.35	1,861.56	378,294	3,441,946	1,099,618,237
2013/08/29	1,907.54	23.02	1.22	1.21	13.06	1.13	1,892.03	1,914.90	1,891.59	301,696	4,794,557	1,116,639,956
2013/08/30	1,926.36	18.82	0.99	1.2	13.16	1.14	1,918.91	1,926.37	1,910.37	300,931	5,106,302	1,128,186,068
2013/09/02	1,924.81	-1.55	-0.08	1.2	13.14	1.14	1,925.32	1,932.46	1,921.01	243,989	3,476,993	1,126,896,999
